sample_id,class_id,class_name,image_size,center_x,center_y,radius_or_half_side,noise_std,foreground_brightness,pixel_mean,split
438,0,circle,32,17,13,9,0.0438,0.8115,0.2017,val
439,0,circle,32,14,18,10,0.0589,0.9487,0.2911,val
440,0,circle,32,13,10,14,0.059,0.8908,0.5357,val
441,0,circle,32,13,10,7,0.0605,0.8042,0.1209,val
442,0,circle,32,22,12,6,0.0364,0.7741,0.0855,val
443,0,circle,32,12,16,13,0.0582,0.9815,0.5089,val
444,0,circle,32,15,14,6,0.0434,0.9813,0.1084,val
445,0,circle,32,11,20,9,0.0509,0.9679,0.2405,val
446,0,circle,32,12,16,8,0.0344,0.9748,0.1914,val
447,0,circle,32,10,16,13,0.0465,0.9741,0.5051,val
448,0,circle,32,14,10,6,0.0565,0.9593,0.106,val
449,0,circle,32,19,11,11,0.0653,0.8216,0.305,val
450,0,circle,32,17,12,14,0.0435,0.8804,0.5294,val
451,0,circle,32,13,22,7,0.0794,0.8623,0.1296,val
452,0,circle,32,21,12,6,0.0421,0.9056,0.1,val
453,0,circle,32,22,14,9,0.0642,0.9268,0.2303,val
454,0,circle,32,16,18,11,0.0589,0.9653,0.3583,val
455,0,circle,32,20,11,8,0.0676,0.7708,0.1513,val
456,0,circle,32,10,14,12,0.0613,0.9746,0.4306,val
457,0,circle,32,22,14,11,0.0487,0.8065,0.2994,val
458,0,circle,32,20,15,9,0.0449,0.7527,0.187,val
459,0,circle,32,11,17,10,0.0652,0.7649,0.2347,val
460,0,circle,32,21,22,10,0.0582,0.9715,0.2981,val
461,0,circle,32,20,14,11,0.0628,0.9157,0.3399,val
462,0,circle,32,12,17,11,0.0447,0.7821,0.2903,val
463,0,circle,32,18,17,14,0.0454,0.8498,0.511,val
464,0,circle,32,20,22,7,0.056,0.9328,0.1402,val
465,0,circle,32,18,21,11,0.0323,0.8761,0.3252,val
466,0,circle,32,18,18,9,0.0614,0.7648,0.1901,val
467,0,circle,32,12,12,11,0.0561,0.8874,0.3294,val
468,0,circle,32,21,19,13,0.0566,0.9133,0.4735,val
469,0,circle,32,18,17,6,0.0414,0.7718,0.0852,val
470,0,circle,32,10,18,13,0.0385,0.8596,0.4457,val
471,0,circle,32,14,21,6,0.0535,0.9115,0.1007,val
472,0,circle,32,19,11,6,0.0354,0.929,0.1026,val
473,0,circle,32,21,11,14,0.0612,0.8517,0.5121,val
474,0,circle,32,17,10,10,0.0733,0.7666,0.2352,val
475,0,circle,32,22,12,12,0.0491,0.8481,0.3747,val
476,0,circle,32,16,16,7,0.0352,0.8576,0.1289,val
477,0,circle,32,20,18,8,0.0649,0.9139,0.1794,val
478,0,circle,32,18,16,14,0.0447,0.7928,0.4767,val
479,0,circle,32,13,10,6,0.0424,0.7806,0.0862,val
480,0,circle,32,16,18,12,0.061,0.9226,0.4076,val
481,0,circle,32,13,17,11,0.0485,0.9476,0.3518,val
482,0,circle,32,22,11,6,0.0536,0.96,0.106,val
483,0,circle,32,16,19,6,0.0553,0.9443,0.1043,val
484,0,circle,32,17,19,6,0.0502,0.8925,0.0986,val
485,0,circle,32,10,16,13,0.0537,0.8087,0.4193,val
486,0,circle,32,10,12,14,0.0507,0.9573,0.5756,val
487,0,circle,32,13,21,11,0.057,0.9884,0.3669,val
488,0,circle,32,13,14,8,0.0348,0.9464,0.1858,val
489,0,circle,32,18,13,12,0.0419,0.9866,0.4359,val
490,0,circle,32,21,12,12,0.0489,0.9776,0.4319,val
491,0,circle,32,10,15,12,0.0534,0.8834,0.3903,val
492,0,circle,32,12,14,12,0.052,0.8499,0.3755,val
493,0,circle,32,18,17,9,0.0415,0.7941,0.1973,val
494,0,circle,32,22,17,6,0.0549,0.9198,0.1016,val
495,0,circle,32,16,18,14,0.0431,0.885,0.5322,val
496,0,circle,32,20,11,13,0.055,0.7988,0.4142,val
497,0,circle,32,11,18,9,0.0556,0.9533,0.2369,val
498,0,circle,32,10,11,9,0.0592,0.8952,0.2225,val
499,0,circle,32,19,21,14,0.0531,0.9431,0.5671,val
500,1,square,32,14,10,9,0.0514,0.9677,0.2405,train
501,1,square,32,21,11,13,0.0567,0.9749,0.5055,train
502,1,square,32,16,13,14,0.0632,0.9189,0.5526,train
503,1,square,32,14,16,13,0.0421,0.8272,0.4289,train
504,1,square,32,18,17,13,0.0408,0.8128,0.4214,train
505,1,square,32,21,17,11,0.048,0.7737,0.2872,train
506,1,square,32,19,13,8,0.0583,0.8493,0.1668,train
507,1,square,32,18,19,12,0.0451,0.7539,0.3331,train
508,1,square,32,19,13,13,0.0481,0.8052,0.4175,train
509,1,square,32,20,15,10,0.0563,0.8822,0.2707,train
510,1,square,32,21,17,13,0.051,0.9237,0.4789,train
511,1,square,32,22,15,8,0.0385,0.7904,0.1552,train
512,1,square,32,18,20,6,0.058,0.7942,0.0877,train
513,1,square,32,11,20,6,0.0597,0.8757,0.0967,train
514,1,square,32,13,11,8,0.0509,0.9522,0.187,train
515,1,square,32,18,17,11,0.0397,0.7522,0.2792,train
516,1,square,32,17,20,13,0.0632,0.9741,0.5051,train
517,1,square,32,18,18,12,0.0553,0.7538,0.333,train
518,1,square,32,14,10,14,0.0622,0.8159,0.4906,train
519,1,square,32,20,16,8,0.0509,0.9452,0.1856,train
520,1,square,32,13,19,14,0.0535,0.7857,0.4725,train
521,1,square,32,15,14,12,0.0528,0.8106,0.3581,train
522,1,square,32,13,21,9,0.0722,0.8602,0.2138,train
523,1,square,32,11,20,6,0.0621,0.822,0.0908,train
524,1,square,32,10,20,6,0.0581,0.8826,0.0975,train
525,1,square,32,11,17,12,0.0554,0.9187,0.4059,train
526,1,square,32,11,18,6,0.0445,0.9846,0.1087,train
527,1,square,32,21,19,13,0.0429,0.8051,0.4174,train
528,1,square,32,14,18,6,0.047,0.9143,0.101,train
529,1,square,32,15,10,9,0.0725,0.793,0.1971,train
530,1,square,32,16,11,10,0.0357,0.9211,0.2826,train
531,1,square,32,13,19,12,0.0413,0.789,0.3486,train
532,1,square,32,21,12,7,0.0445,0.8421,0.1266,train
533,1,square,32,15,10,7,0.0388,0.8702,0.1308,train
534,1,square,32,22,19,12,0.0324,0.8317,0.3674,train
535,1,square,32,15,10,10,0.0574,0.9825,0.3014,train
536,1,square,32,18,16,12,0.0523,0.8048,0.3555,train
537,1,square,32,19,20,12,0.0393,0.7946,0.351,train
538,1,square,32,21,11,7,0.0619,0.9415,0.1415,train
539,1,square,32,16,21,8,0.0571,0.8143,0.1599,train
540,1,square,32,10,14,13,0.0494,0.7756,0.4021,train
541,1,square,32,14,11,8,0.0413,0.8364,0.1642,train
542,1,square,32,18,16,7,0.0591,0.8837,0.1328,train
543,1,square,32,15,18,7,0.0555,0.7563,0.1137,train
544,1,square,32,10,14,12,0.0356,0.9573,0.4229,train
545,1,square,32,11,21,14,0.04,0.8431,0.507,train
546,1,square,32,12,20,12,0.0729,0.8873,0.392,train
547,1,square,32,14,14,10,0.0345,0.7907,0.2426,train
548,1,square,32,16,14,13,0.0464,0.8543,0.4429,train
549,1,square,32,15,14,9,0.0502,0.9378,0.233,train
550,1,square,32,17,11,8,0.0479,0.898,0.1763,train
551,1,square,32,16,15,12,0.0385,0.8231,0.3636,train
552,1,square,32,20,19,8,0.053,0.8303,0.163,train
553,1,square,32,19,21,9,0.0416,0.8221,0.2043,train
554,1,square,32,15,14,13,0.0438,0.8456,0.4384,train
555,1,square,32,22,13,11,0.0508,0.9823,0.3647,train
556,1,square,32,11,19,9,0.0369,0.8443,0.2098,train
557,1,square,32,18,12,14,0.0629,0.8921,0.5364,train
558,1,square,32,13,17,10,0.0659,0.9763,0.2995,train
559,1,square,32,11,22,12,0.0527,0.9495,0.4195,train
560,1,square,32,14,20,8,0.0475,0.8227,0.1615,train
561,1,square,32,22,16,7,0.0452,0.9217,0.1386,train
562,1,square,32,18,18,12,0.0372,0.8897,0.3931,train
563,1,square,32,22,15,14,0.0542,0.8805,0.5295,train
564,1,square,32,13,20,11,0.0316,0.7762,0.2881,train
565,1,square,32,19,10,12,0.0377,0.7899,0.349,train
566,1,square,32,11,10,7,0.0588,0.9411,0.1415,train
567,1,square,32,18,21,14,0.0481,0.8121,0.4883,train
568,1,square,32,15,16,13,0.0357,0.803,0.4163,train
569,1,square,32,19,21,14,0.0446,0.9354,0.5625,train
570,1,square,32,14,16,7,0.0704,0.8659,0.1302,train
571,1,square,32,21,12,11,0.0783,0.7779,0.2888,train
572,1,square,32,17,15,13,0.0458,0.7996,0.4146,train
573,1,square,32,21,21,13,0.0602,0.7734,0.401,train
574,1,square,32,11,10,11,0.0465,0.9444,0.3506,train
575,1,square,32,20,22,8,0.0577,0.9055,0.1778,train
576,1,square,32,18,12,11,0.0649,0.8738,0.3244,train
577,1,square,32,17,13,12,0.043,0.8844,0.3907,train
578,1,square,32,16,10,9,0.0456,0.9078,0.2256,train
579,1,square,32,16,16,6,0.0453,0.8579,0.0948,train
580,1,square,32,22,22,7,0.0481,0.9306,0.1399,train
581,1,square,32,22,18,8,0.0435,0.8886,0.1745,train
582,1,square,32,20,17,14,0.0456,0.7773,0.4674,train
583,1,square,32,15,19,12,0.0549,0.9818,0.4337,train
584,1,square,32,17,19,8,0.0398,0.8335,0.1637,train
585,1,square,32,21,22,10,0.0414,0.9453,0.29,train
586,1,square,32,15,11,9,0.0617,0.9113,0.2265,train
587,1,square,32,12,15,8,0.0435,0.8233,0.1617,train
588,1,square,32,16,16,8,0.0396,0.7831,0.1538,train
589,1,square,32,18,21,8,0.0493,0.8668,0.1702,train
590,1,square,32,15,17,6,0.0391,0.7837,0.0866,train
591,1,square,32,10,17,8,0.0461,0.9577,0.188,train
592,1,square,32,20,17,12,0.0533,0.8848,0.3909,train
593,1,square,32,16,21,13,0.0593,0.9143,0.4741,train
594,1,square,32,22,13,10,0.0459,0.7574,0.2324,train
595,1,square,32,13,18,10,0.0503,0.7578,0.2325,train
596,1,square,32,22,17,14,0.0554,0.9282,0.5581,train
597,1,square,32,19,11,10,0.0596,0.8726,0.2677,train
598,1,square,32,22,10,13,0.0529,0.838,0.4345,train
599,1,square,32,16,11,9,0.0316,0.8811,0.219,train
600,1,square,32,15,11,13,0.0387,0.8579,0.4448,train
601,1,square,32,11,22,9,0.0865,0.9577,0.238,train
602,1,square,32,21,19,12,0.0541,0.9154,0.4044,train
603,1,square,32,12,22,9,0.0658,0.7898,0.1963,train
604,1,square,32,18,14,14,0.057,0.8868,0.5333,train
605,1,square,32,21,14,10,0.0333,0.7904,0.2425,train
606,1,square,32,20,11,8,0.0279,0.8735,0.1715,train
607,1,square,32,22,16,6,0.0391,0.9811,0.1084,train
608,1,square,32,12,13,8,0.0701,0.7805,0.1533,train
609,1,square,32,13,22,12,0.0491,0.9207,0.4068,train
610,1,square,32,16,16,13,0.0369,0.8145,0.4223,train
611,1,square,32,22,22,7,0.0509,0.7681,0.1155,train
612,1,square,32,15,17,13,0.0364,0.9167,0.4753,train
613,1,square,32,10,22,7,0.0595,0.8285,0.1245,train
614,1,square,32,15,11,14,0.0487,0.9094,0.5468,train
615,1,square,32,16,13,13,0.039,0.8455,0.4384,train
616,1,square,32,19,12,13,0.0478,0.8311,0.4309,train
617,1,square,32,20,22,6,0.0686,0.9392,0.1037,train
618,1,square,32,10,11,8,0.0634,0.9508,0.1867,train
619,1,square,32,10,16,9,0.054,0.8559,0.2127,train
620,1,square,32,14,12,10,0.0719,0.9617,0.295,train
621,1,square,32,15,14,7,0.0494,0.7724,0.1161,train
622,1,square,32,16,20,10,0.035,0.7897,0.2423,train
623,1,square,32,22,13,12,0.0656,0.9242,0.4083,train
624,1,square,32,17,11,8,0.0413,0.7503,0.1473,train
625,1,square,32,18,20,13,0.0371,0.8925,0.4627,train
626,1,square,32,16,21,8,0.0654,0.9461,0.1858,train
627,1,square,32,13,16,7,0.0509,0.8646,0.13,train
628,1,square,32,14,12,12,0.0494,0.8252,0.3646,train
629,1,square,32,22,12,8,0.0454,0.9356,0.1837,train
630,1,square,32,12,17,11,0.0617,0.8965,0.3328,train
631,1,square,32,20,21,8,0.0554,0.9234,0.1813,train
632,1,square,32,13,11,7,0.0621,0.8562,0.1287,train
633,1,square,32,11,19,12,0.0433,0.7836,0.3462,train
634,1,square,32,13,14,7,0.0437,0.9399,0.1413,train
635,1,square,32,19,19,10,0.0585,0.8096,0.2484,train
636,1,square,32,20,14,9,0.0528,0.9535,0.2369,train
637,1,square,32,18,13,12,0.0349,0.8743,0.3863,train
638,1,square,32,13,17,12,0.0491,0.9655,0.4265,train
639,1,square,32,17,20,7,0.0532,0.7771,0.1168,train
640,1,square,32,15,12,12,0.0229,0.9869,0.436,train
641,1,square,32,19,16,11,0.0451,0.9566,0.3551,train
642,1,square,32,22,11,6,0.0441,0.863,0.0953,train
643,1,square,32,10,14,9,0.0482,0.891,0.2214,train
644,1,square,32,18,14,14,0.0534,0.9394,0.5649,train
645,1,square,32,16,21,12,0.0509,0.9341,0.4127,train
646,1,square,32,14,11,10,0.0608,0.8979,0.2755,train
647,1,square,32,13,22,8,0.0561,0.769,0.151,train
648,1,square,32,20,20,7,0.0403,0.9022,0.1356,train
649,1,square,32,16,21,9,0.0477,0.8244,0.2049,train
650,1,square,32,17,19,6,0.054,0.8543,0.0944,train
651,1,square,32,21,20,8,0.0515,0.8242,0.1618,train
652,1,square,32,12,17,11,0.0615,0.9184,0.3409,train
653,1,square,32,22,21,10,0.0607,0.8755,0.2686,train
654,1,square,32,14,21,7,0.0526,0.9375,0.1409,train
655,1,square,32,10,15,12,0.0545,0.9351,0.4131,train
656,1,square,32,19,20,7,0.0495,0.921,0.1385,train
657,1,square,32,18,15,6,0.0536,0.8691,0.096,train
658,1,square,32,14,22,7,0.0371,0.8382,0.126,train
659,1,square,32,20,21,7,0.05,0.9646,0.145,train
660,1,square,32,10,13,6,0.0516,0.7606,0.084,train
661,1,square,32,16,12,8,0.0618,0.8632,0.1695,train
662,1,square,32,21,21,12,0.0679,0.8827,0.39,train
663,1,square,32,13,16,11,0.0417,0.8039,0.2984,train
664,1,square,32,18,20,6,0.0495,0.8395,0.0927,train
665,1,square,32,22,18,6,0.054,0.793,0.0876,train
666,1,square,32,14,22,10,0.0536,0.8616,0.2643,train
667,1,square,32,18,17,6,0.0489,0.8286,0.0915,train
668,1,square,32,21,19,9,0.0444,0.9383,0.2332,train
669,1,square,32,19,17,9,0.0561,0.8613,0.214,train
670,1,square,32,12,10,12,0.0486,0.941,0.4157,train
671,1,square,32,18,15,6,0.0375,0.7557,0.0835,train
672,1,square,32,21,21,10,0.0505,0.9078,0.2785,train
673,1,square,32,18,13,12,0.0498,0.7749,0.3423,train
674,1,square,32,21,14,7,0.0465,0.9893,0.1487,train
675,1,square,32,13,18,12,0.0502,0.7605,0.336,train
676,1,square,32,11,19,7,0.0471,0.9839,0.1479,train
677,1,square,32,20,16,7,0.0408,0.8713,0.131,train
678,1,square,32,12,13,10,0.047,0.909,0.2789,train
679,1,square,32,15,22,12,0.048,0.8126,0.359,train
680,1,square,32,14,13,7,0.045,0.8263,0.1242,train
681,1,square,32,12,22,7,0.0345,0.9765,0.1468,train
682,1,square,32,16,11,14,0.0534,0.8619,0.5183,train
683,1,square,32,22,13,13,0.055,0.836,0.4335,train
684,1,square,32,12,22,10,0.0472,0.7788,0.2389,train
685,1,square,32,21,19,6,0.0573,0.9483,0.1047,train
686,1,square,32,21,13,11,0.0543,0.7856,0.2916,train
687,1,square,32,10,20,10,0.0692,0.8451,0.2593,train
688,1,square,32,16,17,14,0.048,0.7575,0.4555,train
689,1,square,32,13,11,13,0.0805,0.9295,0.4819,train
690,1,square,32,10,22,9,0.0643,0.7791,0.1936,train
691,1,square,32,16,15,7,0.0606,0.7814,0.1175,train
692,1,square,32,10,11,9,0.0433,0.9451,0.2349,train
693,1,square,32,17,22,8,0.0462,0.9666,0.1898,train
694,1,square,32,11,10,13,0.0662,0.9441,0.4895,train
695,1,square,32,19,16,12,0.0606,0.7622,0.3367,train
696,1,square,32,15,13,8,0.0402,0.8524,0.1674,train
697,1,square,32,17,12,6,0.0502,0.816,0.0901,train
698,1,square,32,17,16,14,0.0396,0.9053,0.5444,train
699,1,square,32,11,14,12,0.0409,0.865,0.3821,train
700,1,square,32,18,13,14,0.0543,0.9623,0.5787,train
701,1,square,32,16,22,11,0.0551,0.9408,0.3492,train
702,1,square,32,19,18,11,0.0327,0.8326,0.3091,train
703,1,square,32,12,10,11,0.0522,0.8432,0.313,train
704,1,square,32,14,10,13,0.048,0.9446,0.4898,train
705,1,square,32,22,19,9,0.0486,0.8771,0.218,train
706,1,square,32,14,18,6,0.0545,0.9076,0.1002,train
707,1,square,32,13,19,12,0.0493,0.9334,0.4124,train
708,1,square,32,12,13,11,0.0383,0.9529,0.3537,train
709,1,square,32,21,15,6,0.0651,0.9435,0.1042,train
710,1,square,32,12,19,9,0.0473,0.8862,0.2202,train
711,1,square,32,22,17,14,0.0411,0.9508,0.5717,train
712,1,square,32,13,19,9,0.0458,0.7717,0.1918,train
713,1,square,32,17,10,11,0.0608,0.7548,0.2802,train
714,1,square,32,21,12,11,0.0558,0.7813,0.29,train
715,1,square,32,12,19,8,0.0467,0.7643,0.1501,train
716,1,square,32,11,15,12,0.053,0.9566,0.4226,train
717,1,square,32,15,14,11,0.0309,0.8906,0.3306,train
718,1,square,32,22,20,13,0.0538,0.9777,0.5069,train
719,1,square,32,12,21,14,0.0544,0.9058,0.5447,train
720,1,square,32,13,20,8,0.042,0.9389,0.1844,train
721,1,square,32,21,21,10,0.0284,0.8408,0.258,train
722,1,square,32,19,16,6,0.0613,0.9777,0.108,train
723,1,square,32,15,22,9,0.0616,0.7937,0.1972,train
724,1,square,32,15,21,7,0.047,0.8691,0.1307,train
725,1,square,32,15,12,7,0.0464,0.8071,0.1213,train
726,1,square,32,15,17,6,0.0565,0.925,0.1022,train
727,1,square,32,13,21,7,0.0366,0.8137,0.1223,train
728,1,square,32,10,16,13,0.0396,0.9229,0.4785,train
729,1,square,32,12,16,13,0.0642,0.9258,0.48,train
730,1,square,32,17,22,9,0.0569,0.8401,0.2088,train
731,1,square,32,11,22,6,0.0437,0.789,0.0871,train
732,1,square,32,11,15,8,0.0476,0.9784,0.1921,train
733,1,square,32,12,21,7,0.0584,0.9631,0.1448,train
734,1,square,32,19,19,13,0.0296,0.7723,0.4004,train
735,1,square,32,16,20,8,0.0438,0.9191,0.1805,train
736,1,square,32,15,13,9,0.0417,0.7629,0.1896,train
737,1,square,32,18,21,14,0.0433,0.8482,0.51,train
738,1,square,32,10,16,14,0.0492,0.807,0.4853,train
739,1,square,32,12,10,11,0.0581,0.9516,0.3533,train
740,1,square,32,20,19,13,0.0543,0.9477,0.4914,train
741,1,square,32,10,13,8,0.0501,0.7979,0.1567,train
742,1,square,32,11,14,12,0.0322,0.8637,0.3816,train
743,1,square,32,20,14,7,0.029,0.863,0.1297,train
744,1,square,32,16,15,8,0.0438,0.839,0.1647,train
745,1,square,32,14,17,13,0.0423,0.857,0.4443,train
746,1,square,32,12,22,7,0.0484,0.8854,0.1331,train
747,1,square,32,15,22,14,0.069,0.7706,0.4634,train
748,1,square,32,10,16,14,0.0356,0.8046,0.4838,train
749,1,square,32,18,20,13,0.0586,0.8505,0.441,train
750,1,square,32,16,21,6,0.0434,0.8217,0.0908,train
751,1,square,32,18,22,8,0.0468,0.8705,0.1709,train
752,1,square,32,12,13,9,0.0622,0.7915,0.1967,train
753,1,square,32,16,11,12,0.0615,0.7803,0.3447,train
754,1,square,32,19,14,11,0.0555,0.7855,0.2916,train
755,1,square,32,22,11,7,0.0678,0.9686,0.1456,train
756,1,square,32,14,18,13,0.0423,0.8283,0.4295,train
757,1,square,32,10,22,14,0.0565,0.9701,0.5833,train
758,1,square,32,19,19,7,0.051,0.7859,0.1181,train
759,1,square,32,19,22,7,0.0452,0.972,0.1461,train
760,1,square,32,16,14,12,0.0545,0.9612,0.4246,train
761,1,square,32,19,19,13,0.0304,0.9071,0.4703,train
762,1,square,32,19,20,12,0.0578,0.7845,0.3466,train
763,1,square,32,15,21,9,0.0519,0.7593,0.1887,train
764,1,square,32,15,10,11,0.0608,0.8145,0.3024,train
765,1,square,32,14,14,10,0.0535,0.9462,0.2903,train
766,1,square,32,13,12,10,0.0609,0.9144,0.2805,train
767,1,square,32,17,22,11,0.0335,0.9838,0.3652,train
768,1,square,32,13,17,9,0.0487,0.9049,0.2249,train
769,1,square,32,16,21,13,0.0603,0.9692,0.5025,train
770,1,square,32,18,22,8,0.0512,0.947,0.1859,train
771,1,square,32,21,18,12,0.0299,0.7657,0.3383,train
772,1,square,32,10,12,9,0.0629,0.961,0.2388,train
773,1,square,32,13,10,9,0.0647,0.96,0.2386,train
774,1,square,32,13,14,11,0.0532,0.8365,0.3105,train
775,1,square,32,18,16,7,0.0507,0.9476,0.1425,train
776,1,square,32,17,12,13,0.0469,0.8673,0.4497,train
777,1,square,32,15,15,8,0.0432,0.8909,0.1749,train
778,1,square,32,11,14,6,0.054,0.9494,0.1049,train
779,1,square,32,12,19,9,0.0434,0.8428,0.2094,train
780,1,square,32,14,20,12,0.059,0.9126,0.4032,train
781,1,square,32,22,22,6,0.0387,0.8732,0.0964,train
782,1,square,32,22,10,9,0.0447,0.7916,0.1967,train
783,1,square,32,22,14,10,0.0509,0.8106,0.2487,train
784,1,square,32,14,13,13,0.0414,0.8337,0.4323,train
785,1,square,32,18,19,12,0.0545,0.8225,0.3634,train
786,1,square,32,15,18,10,0.049,0.9899,0.3037,train
787,1,square,32,11,17,7,0.0494,0.8216,0.1235,train
788,1,square,32,14,14,10,0.0458,0.828,0.254,train
789,1,square,32,18,22,9,0.0569,0.7952,0.1976,train
790,1,square,32,19,16,11,0.0646,0.9426,0.3499,train
791,1,square,32,21,10,13,0.0393,0.9134,0.4736,train
792,1,square,32,16,21,6,0.0577,0.8505,0.0939,train
793,1,square,32,19,13,11,0.0499,0.8899,0.3304,train
794,1,square,32,22,17,11,0.049,0.8783,0.326,train
795,1,square,32,12,20,14,0.043,0.8718,0.5242,train
796,1,square,32,14,21,14,0.0519,0.7807,0.4695,train
797,1,square,32,12,20,11,0.0541,0.9331,0.3464,train
798,1,square,32,14,16,11,0.046,0.8036,0.2983,train
799,1,square,32,19,14,13,0.0442,0.8392,0.4351,train
800,1,square,32,19,19,7,0.0567,0.9579,0.144,train
801,1,square,32,13,18,7,0.0409,0.8633,0.1298,train
802,1,square,32,10,12,8,0.0566,0.8216,0.1613,train
803,1,square,32,15,16,13,0.0427,0.9882,0.5124,train
804,1,square,32,11,17,11,0.0624,0.7933,0.2945,train
805,1,square,32,12,15,6,0.0656,0.9014,0.0996,train
806,1,square,32,12,19,8,0.058,0.9327,0.1831,train
807,1,square,32,22,22,7,0.0502,0.8675,0.1304,train
808,1,square,32,16,17,12,0.0573,0.8531,0.3769,train
809,1,square,32,18,13,11,0.0577,0.7511,0.2788,train
810,1,square,32,18,13,6,0.0701,0.9316,0.1029,train
811,1,square,32,20,21,9,0.0435,0.9124,0.2267,train
812,1,square,32,11,16,14,0.053,0.8249,0.496,train
813,1,square,32,12,11,6,0.0702,0.8913,0.0984,train
814,1,square,32,19,18,11,0.0475,0.9247,0.3433,train
815,1,square,32,20,12,11,0.0579,0.8541,0.3171,train
816,1,square,32,12,22,12,0.0616,0.93,0.4109,train
817,1,square,32,13,21,8,0.0497,0.7546,0.1482,train
818,1,square,32,11,15,6,0.0505,0.8711,0.0962,train
819,1,square,32,20,14,14,0.052,0.84,0.5051,train
820,1,square,32,11,20,6,0.0404,0.7615,0.0841,train
821,1,square,32,11,16,13,0.0406,0.7616,0.3949,train
822,1,square,32,12,13,6,0.0408,0.8639,0.0954,train
823,1,square,32,20,11,14,0.0586,0.8223,0.4945,train
824,1,square,32,11,18,7,0.0483,0.7829,0.1177,train
825,1,square,32,22,11,13,0.0635,0.8178,0.424,train
826,1,square,32,18,13,11,0.0521,0.8131,0.3018,train
827,1,square,32,14,12,6,0.0563,0.9188,0.1015,train
828,1,square,32,17,15,9,0.029,0.9152,0.2274,train
829,1,square,32,20,11,7,0.0435,0.7507,0.1129,train
830,1,square,32,11,22,14,0.0576,0.7858,0.4725,train
831,1,square,32,21,11,10,0.0372,0.768,0.2356,train
832,1,square,32,14,17,6,0.0432,0.9845,0.1087,train
833,1,square,32,12,10,10,0.0413,0.774,0.2375,train
834,1,square,32,11,11,6,0.0404,0.8522,0.0941,train
835,1,square,32,12,20,8,0.0616,0.7523,0.1477,train
836,1,square,32,14,21,7,0.0399,0.9792,0.1472,train
837,1,square,32,15,12,7,0.0687,0.8394,0.1262,train
838,1,square,32,16,21,13,0.0292,0.8152,0.4227,train
839,1,square,32,20,22,8,0.0649,0.942,0.185,train
840,1,square,32,12,11,12,0.0617,0.7641,0.3376,train
841,1,square,32,17,22,13,0.0601,0.9687,0.5023,train
842,1,square,32,10,20,8,0.0541,0.8361,0.1642,train
843,1,square,32,17,11,12,0.0589,0.8659,0.3825,train
844,1,square,32,10,21,14,0.0466,0.9072,0.5455,train
845,1,square,32,19,21,9,0.0513,0.9342,0.2322,train
846,1,square,32,18,21,7,0.0647,0.8312,0.125,train
847,1,square,32,21,13,13,0.0479,0.8539,0.4427,train
848,1,square,32,18,19,6,0.0415,0.8424,0.093,train
849,1,square,32,12,18,13,0.0624,0.7528,0.3903,train
850,1,square,32,17,15,9,0.0621,0.768,0.1909,train
851,1,square,32,14,10,14,0.0338,0.8294,0.4987,train
852,1,square,32,13,11,13,0.0525,0.8468,0.4391,train
853,1,square,32,19,17,7,0.0641,0.8566,0.1288,train
854,1,square,32,17,21,6,0.0568,0.7785,0.086,train
855,1,square,32,16,10,14,0.0415,0.7746,0.4658,train
856,1,square,32,19,20,10,0.0322,0.94,0.2884,train
857,1,square,32,18,13,13,0.0443,0.9636,0.4996,train
858,1,square,32,13,17,11,0.059,0.763,0.2832,train
859,1,square,32,19,19,13,0.0471,0.8844,0.4585,train
860,1,square,32,11,22,9,0.048,0.8586,0.2134,train
861,1,square,32,15,20,10,0.0407,0.7505,0.2303,train
862,1,square,32,12,17,8,0.0408,0.7755,0.1523,train
863,1,square,32,21,21,12,0.0471,0.9472,0.4185,train
864,1,square,32,16,13,13,0.0608,0.795,0.4122,train
865,1,square,32,13,21,11,0.0586,0.9479,0.3519,train
866,1,square,32,20,19,7,0.0581,0.9724,0.1462,train
867,1,square,32,17,17,14,0.0565,0.9353,0.5624,train
868,1,square,32,10,18,12,0.0578,0.8773,0.3876,train
869,1,square,32,17,18,8,0.0588,0.9513,0.1868,train
870,1,square,32,11,16,11,0.0478,0.9457,0.3511,train
871,1,square,32,16,16,9,0.0442,0.871,0.2164,train
872,1,square,32,17,22,8,0.0462,0.9829,0.193,train
873,1,square,32,19,21,14,0.0755,0.7832,0.471,train
874,1,square,32,21,21,14,0.0453,0.9566,0.5752,train
875,1,square,32,13,13,10,0.0648,0.9018,0.2767,train
876,1,square,32,21,20,8,0.0413,0.7818,0.1535,train
877,1,square,32,21,20,11,0.0292,0.8709,0.3233,train
878,1,square,32,19,19,12,0.0458,0.8849,0.3909,train
879,1,square,32,18,14,12,0.0336,0.9118,0.4028,train
880,1,square,32,12,10,6,0.0544,0.7561,0.0835,train
881,1,square,32,22,22,8,0.0386,0.798,0.1567,train
882,1,square,32,10,21,10,0.0651,0.7851,0.2409,train
883,1,square,32,18,10,11,0.0484,0.799,0.2966,train
884,1,square,32,21,18,9,0.0518,0.9583,0.2381,train
885,1,square,32,18,16,9,0.0457,0.9282,0.2307,train
886,1,square,32,21,20,6,0.0322,0.9171,0.1013,train
887,1,square,32,16,16,11,0.0488,0.9724,0.361,train
888,1,square,32,13,19,13,0.0532,0.9285,0.4814,train
889,1,square,32,20,21,11,0.0493,0.9492,0.3524,train
